id,name,type,timestamp,severity,description,source,related_assets,related_attacks
event-00977,Panne Système - 977,Panne Système,2025-09-21T01:48:00Z,critical,Panne système: Serveur hors ligne.,firewall,IT-02527,
event-00978,Attaque Détectée - 978,Attaque Détectée,2025-01-04T05:50:00Z,high,Attaque détectée: Attaque par force brute.,apache,IT-07085,CVE-2025-5237
event-00979,Incident - 979,Incident,2025-11-18T08:32:00Z,medium,Incident détecté: Trafic réseau anormal.,firewall,IT-05594,CVE-2021-9202
event-00980,Panne Système - 980,Panne Système,2025-03-26T11:17:00Z,low,Panne système: Base de données inaccessible.,manual,"IT-08960, IT-08692",
event-00981,Maintenance - 981,Maintenance,2025-04-22T05:00:00Z,high,Maintenance planifiée: Redémarrage du réseau.,sysmon,IT-08252,
event-00982,Attaque Détectée - 982,Attaque Détectée,2025-07-05T20:42:00Z,low,Attaque détectée: Exploitation de Log4Shell.,apache,IT-08244,T7245
event-00983,Alerte - 983,Alerte,2025-08-17T19:57:00Z,medium,Alerte générée: Tentative de brute-force.,firewall,IT-09029,T7201
event-00984,Maintenance - 984,Maintenance,2025-02-21T00:42:00Z,low,Maintenance planifiée: Redémarrage du réseau.,sysmon,IT-04513,
event-00985,Attaque Détectée - 985,Attaque Détectée,2025-03-09T08:32:00Z,high,Attaque détectée: Tentative de ZeroLogon.,apache,IT-01327,CVE-2025-8746
event-00986,Attaque Détectée - 986,Attaque Détectée,2025-03-29T08:36:00Z,high,Attaque détectée: Exploitation de Log4Shell.,sysmon,IT-08726,T9458
event-00987,Incident - 987,Incident,2025-07-23T11:03:00Z,low,Incident détecté: Trafic réseau anormal.,suricata,IT-05218,CVE-2024-2800
event-00988,Incident - 988,Incident,2025-12-13T16:46:00Z,medium,Incident détecté: Trafic réseau anormal.,sysmon,"IT-08785, IT-02674",T7576
event-00989,Alerte - 989,Alerte,2025-01-29T19:22:00Z,low,Alerte générée: Scan de port.,firewall,"IT-09439, IT-02088",CVE-2020-7762
event-00990,Attaque Détectée - 990,Attaque Détectée,2025-07-13T16:33:00Z,low,Attaque détectée: Attaque par force brute.,suricata,IT-02298,T2471
event-00991,Incident - 991,Incident,2025-11-17T19:45:00Z,medium,Incident détecté: Accès non autorisé.,firewall,"IT-09150, IT-03072",T1820
event-00992,Maintenance - 992,Maintenance,2025-07-24T09:20:00Z,medium,Maintenance planifiée: Redémarrage du réseau.,suricata,IT-03250,
event-00993,Panne Système - 993,Panne Système,2025-11-14T02:05:00Z,high,Panne système: Base de données inaccessible.,sysmon,"IT-05497, IT-00054",
event-00994,Attaque Détectée - 994,Attaque Détectée,2025-06-14T20:24:00Z,medium,Attaque détectée: Attaque par force brute.,apache,IT-00242,CVE-2023-3393
event-00995,Alerte - 995,Alerte,2025-04-30T14:11:00Z,critical,Alerte générée: Scan de port.,suricata,"IT-08186, IT-04598",CVE-2024-5807
event-00996,Attaque Détectée - 996,Attaque Détectée,2025-03-02T23:04:00Z,medium,Attaque détectée: Exploitation de Log4Shell.,suricata,IT-04576,CVE-2024-3662
event-00997,Alerte - 997,Alerte,2025-07-26T13:07:00Z,critical,Alerte générée: Tentative de brute-force.,firewall,IT-03747,CVE-2020-7851
event-00998,Alerte - 998,Alerte,2025-09-01T08:07:00Z,critical,Alerte générée: Requête SQL suspecte.,suricata,IT-06520,T4895
event-00999,Alerte - 999,Alerte,2025-02-14T01:34:00Z,critical,Alerte générée: Requête SQL suspecte.,manual,"IT-02686, IT-09070",T2044
event-01000,Alerte - 1000,Alerte,2025-07-02T15:01:00Z,critical,Alerte générée: Tentative de brute-force.,firewall,IT-01932,T5963
event-01001,Alerte - 1001,Alerte,2025-07-11T07:57:00Z,low,Alerte générée: Requête SQL suspecte.,apache,"IT-09963, IT-00647",CVE-2025-8035
event-01002,Incident - 1002,Incident,2025-06-22T09:49:00Z,medium,Incident détecté: Trafic réseau anormal.,manual,IT-04523,T6465
event-01003,Attaque Détectée - 1003,Attaque Détectée,2025-02-10T03:26:00Z,medium,Attaque détectée: Exploitation de Log4Shell.,suricata,"IT-07225, IT-06167",CVE-2025-5237
event-01004,Panne Système - 1004,Panne Système,2025-10-27T05:48:00Z,low,Panne système: Réseau indisponible.,firewall,IT-05077,
event-01005,Panne Système - 1005,Panne Système,2025-02-06T05:38:00Z,low,Panne système: Réseau indisponible.,sysmon,"IT-08877, IT-09764",
event-01006,Attaque Détectée - 1006,Attaque Détectée,2025-02-21T04:06:00Z,low,Attaque détectée: Attaque par force brute.,manual,"IT-04319, IT-05017",T1959
event-01007,Panne Système - 1007,Panne Système,2025-05-22T10:02:00Z,high,Panne système: Base de données inaccessible.,firewall,IT-06978,
event-01008,Incident - 1008,Incident,2025-03-26T07:05:00Z,medium,Incident détecté: Exécution de commande suspecte.,sysmon,"IT-06171, IT-07629",CVE-2025-1020
event-01009,Alerte - 1009,Alerte,2025-07-19T11:26:00Z,low,Alerte générée: Requête SQL suspecte.,manual,IT-00522,CVE-2023-6002
event-01010,Alerte - 1010,Alerte,2025-09-25T02:59:00Z,high,Alerte générée: Scan de port.,manual,"IT-06223, IT-09874",CVE-2021-6908
event-01011,Maintenance - 1011,Maintenance,2025-09-04T00:38:00Z,high,Maintenance planifiée: Redémarrage du réseau.,firewall,IT-09407,
event-01012,Attaque Détectée - 1012,Attaque Détectée,2025-08-16T15:17:00Z,low,Attaque détectée: Attaque par force brute.,sysmon,"IT-04676, IT-00577",T7653
event-01013,Alerte - 1013,Alerte,2025-12-11T23:40:00Z,low,Alerte générée: Scan de port.,firewall,IT-08356,CVE-2023-2655
event-01014,Maintenance - 1014,Maintenance,2025-09-09T02:29:00Z,medium,Maintenance planifiée: Mise à jour du serveur.,suricata,"IT-08149, IT-05498",
event-01015,Attaque Détectée - 1015,Attaque Détectée,2025-04-18T09:02:00Z,medium,Attaque détectée: Attaque par force brute.,manual,IT-09498,CVE-2022-7231
event-01016,Panne Système - 1016,Panne Système,2025-04-21T15:48:00Z,critical,Panne système: Réseau indisponible.,firewall,IT-07805,
event-01017,Alerte - 1017,Alerte,2025-12-05T08:48:00Z,critical,Alerte générée: Requête SQL suspecte.,apache,IT-05176,CVE-2020-3947
event-01018,Attaque Détectée - 1018,Attaque Détectée,2025-12-06T06:51:00Z,low,Attaque détectée: Tentative de ZeroLogon.,sysmon,"IT-06550, IT-06826",T2541
event-01019,Alerte - 1019,Alerte,2026-01-01T02:34:00Z,high,Alerte générée: Requête SQL suspecte.,sysmon,IT-08061,CVE-2022-7169
event-01020,Attaque Détectée - 1020,Attaque Détectée,2025-05-12T08:11:00Z,critical,Attaque détectée: Attaque par force brute.,suricata,IT-06813,T1614
event-01021,Attaque Détectée - 1021,Attaque Détectée,2025-07-21T11:37:00Z,high,Attaque détectée: Tentative de ZeroLogon.,suricata,IT-08188,CVE-2024-1362
event-01022,Incident - 1022,Incident,2025-07-20T19:26:00Z,critical,Incident détecté: Accès non autorisé.,sysmon,"IT-09250, IT-07227",T4233
event-01023,Alerte - 1023,Alerte,2025-06-17T04:58:00Z,critical,Alerte générée: Tentative de brute-force.,manual,IT-09154,T8881
event-01024,Incident - 1024,Incident,2025-12-04T21:34:00Z,low,Incident détecté: Accès non autorisé.,firewall,IT-08239,CVE-2019-11510
event-01025,Incident - 1025,Incident,2025-01-17T06:08:00Z,high,Incident détecté: Accès non autorisé.,manual,IT-00306,T3561
event-01026,Maintenance - 1026,Maintenance,2025-11-01T08:24:00Z,medium,Maintenance planifiée: Sauvegarde des données.,manual,IT-05722,
event-01027,Attaque Détectée - 1027,Attaque Détectée,2025-08-17T23:46:00Z,high,Attaque détectée: Attaque par force brute.,firewall,"IT-01644, IT-07738",T5569
event-01028,Attaque Détectée - 1028,Attaque Détectée,2025-12-25T00:47:00Z,medium,Attaque détectée: Tentative de ZeroLogon.,sysmon,"IT-01317, IT-02571",T4477
event-01029,Panne Système - 1029,Panne Système,2025-01-24T01:39:00Z,critical,Panne système: Serveur hors ligne.,apache,IT-09959,
event-01030,Panne Système - 1030,Panne Système,2025-06-13T03:47:00Z,critical,Panne système: Réseau indisponible.,suricata,"IT-05201, IT-02048",
event-01031,Alerte - 1031,Alerte,2025-12-29T00:57:00Z,medium,Alerte générée: Scan de port.,suricata,"IT-09313, IT-00682",CVE-2020-8718
event-01032,Attaque Détectée - 1032,Attaque Détectée,2025-11-17T12:54:00Z,low,Attaque détectée: Exploitation de Log4Shell.,suricata,"IT-05392, IT-07342",CVE-2023-6230
event-01033,Alerte - 1033,Alerte,2025-10-04T17:08:00Z,critical,Alerte générée: Scan de port.,manual,"IT-02894, IT-08039",CVE-2020-4205
event-01034,Alerte - 1034,Alerte,2025-03-26T08:00:00Z,high,Alerte générée: Scan de port.,suricata,IT-08200,CVE-2024-5807
event-01035,Panne Système - 1035,Panne Système,2025-09-22T13:45:00Z,critical,Panne système: Réseau indisponible.,manual,IT-09522,
event-01036,Alerte - 1036,Alerte,2025-03-28T17:04:00Z,low,Alerte générée: Requête SQL suspecte.,sysmon,IT-04962,T1020
event-01037,Incident - 1037,Incident,2025-10-26T03:03:00Z,low,Incident détecté: Exécution de commande suspecte.,firewall,IT-08555,CVE-2021-6236
event-01038,Panne Système - 1038,Panne Système,2025-08-13T07:25:00Z,critical,Panne système: Réseau indisponible.,manual,IT-08112,
event-01039,Attaque Détectée - 1039,Attaque Détectée,2025-12-15T01:02:00Z,low,Attaque détectée: Tentative de ZeroLogon.,apache,IT-06620,CVE-2025-1264
event-01040,Incident - 1040,Incident,2025-07-04T16:36:00Z,medium,Incident détecté: Trafic réseau anormal.,firewall,IT-06931,T5725
event-01041,Panne Système - 1041,Panne Système,2025-08-28T22:16:00Z,critical,Panne système: Serveur hors ligne.,suricata,IT-09999,
event-01042,Incident - 1042,Incident,2025-10-19T13:45:00Z,critical,Incident détecté: Exécution de commande suspecte.,firewall,"IT-07173, IT-08636",T5599
event-01043,Incident - 1043,Incident,2025-08-29T11:15:00Z,high,Incident détecté: Accès non autorisé.,sysmon,IT-07844,T1465
event-01044,Panne Système - 1044,Panne Système,2025-01-30T11:45:00Z,critical,Panne système: Serveur hors ligne.,suricata,"IT-07583, IT-00439",
event-01045,Incident - 1045,Incident,2025-01-27T07:19:00Z,medium,Incident détecté: Accès non autorisé.,manual,"IT-05602, IT-05817",CVE-2021-4377
event-01046,Maintenance - 1046,Maintenance,2025-04-11T03:09:00Z,low,Maintenance planifiée: Redémarrage du réseau.,suricata,IT-07216,
event-01047,Attaque Détectée - 1047,Attaque Détectée,2025-07-25T23:54:00Z,medium,Attaque détectée: Exploitation de Log4Shell.,apache,IT-04362,CVE-2020-3818
event-01048,Incident - 1048,Incident,2025-06-06T08:37:00Z,high,Incident détecté: Exécution de commande suspecte.,firewall,IT-07243,T9570
event-01049,Maintenance - 1049,Maintenance,2025-05-29T10:57:00Z,high,Maintenance planifiée: Mise à jour du serveur.,firewall,IT-06690,
event-01050,Panne Système - 1050,Panne Système,2025-06-30T02:18:00Z,medium,Panne système: Réseau indisponible.,manual,"IT-08880, IT-09415",
event-01051,Panne Système - 1051,Panne Système,2025-02-07T12:59:00Z,low,Panne système: Réseau indisponible.,sysmon,IT-00583,
event-01052,Maintenance - 1052,Maintenance,2025-01-25T22:24:00Z,critical,Maintenance planifiée: Sauvegarde des données.,sysmon,IT-03758,
event-01053,Incident - 1053,Incident,2025-06-13T23:25:00Z,low,Incident détecté: Trafic réseau anormal.,apache,"IT-09301, IT-09449",CVE-2021-4737
event-01054,Maintenance - 1054,Maintenance,2025-01-15T08:40:00Z,critical,Maintenance planifiée: Redémarrage du réseau.,sysmon,"IT-08119, IT-07990",
event-01055,Incident - 1055,Incident,2025-03-18T03:16:00Z,critical,Incident détecté: Exécution de commande suspecte.,suricata,IT-01737,CVE-2020-3789
event-01056,Maintenance - 1056,Maintenance,2025-08-30T13:48:00Z,medium,Maintenance planifiée: Sauvegarde des données.,suricata,IT-09828,
event-01057,Panne Système - 1057,Panne Système,2025-09-09T10:07:00Z,high,Panne système: Réseau indisponible.,suricata,"IT-01716, IT-08103",
event-01058,Alerte - 1058,Alerte,2025-02-22T13:16:00Z,high,Alerte générée: Scan de port.,suricata,IT-07654,T9076
event-01059,Incident - 1059,Incident,2025-03-28T05:46:00Z,low,Incident détecté: Exécution de commande suspecte.,manual,IT-01495,CVE-2021-1384
event-01060,Attaque Détectée - 1060,Attaque Détectée,2025-02-26T03:18:00Z,low,Attaque détectée: Tentative de ZeroLogon.,apache,"IT-02698, IT-09738",T1371
event-01061,Incident - 1061,Incident,2025-01-06T04:47:00Z,critical,Incident détecté: Exécution de commande suspecte.,firewall,"IT-06783, IT-00850",T7017
event-01062,Alerte - 1062,Alerte,2025-08-09T07:09:00Z,high,Alerte générée: Requête SQL suspecte.,sysmon,"IT-06562, IT-06475",T5619
event-01063,Maintenance - 1063,Maintenance,2025-04-03T09:57:00Z,high,Maintenance planifiée: Sauvegarde des données.,sysmon,IT-03083,
event-01064,Alerte - 1064,Alerte,2025-09-12T10:11:00Z,high,Alerte générée: Scan de port.,suricata,IT-02631,CVE-2024-3583
event-01065,Attaque Détectée - 1065,Attaque Détectée,2025-01-16T09:27:00Z,low,Attaque détectée: Attaque par force brute.,manual,"IT-08828, IT-04177",CVE-2022-9424
event-01066,Panne Système - 1066,Panne Système,2025-12-13T18:41:00Z,critical,Panne système: Base de données inaccessible.,suricata,"IT-04644, IT-07597",
event-01067,Alerte - 1067,Alerte,2025-05-24T06:17:00Z,medium,Alerte générée: Scan de port.,sysmon,"IT-05637, IT-07076",CVE-2022-7018
event-01068,Attaque Détectée - 1068,Attaque Détectée,2025-07-26T22:13:00Z,high,Attaque détectée: Tentative de ZeroLogon.,manual,"IT-05726, IT-02934",CVE-2021-1872
event-01069,Incident - 1069,Incident,2025-04-06T06:57:00Z,high,Incident détecté: Accès non autorisé.,firewall,IT-05750,CVE-2025-8035
event-01070,Attaque Détectée - 1070,Attaque Détectée,2025-11-28T11:51:00Z,low,Attaque détectée: Exploitation de Log4Shell.,manual,IT-00009,T2866
event-01071,Panne Système - 1071,Panne Système,2025-12-08T06:35:00Z,high,Panne système: Base de données inaccessible.,sysmon,IT-01571,
event-01072,Attaque Détectée - 1072,Attaque Détectée,2025-10-13T08:31:00Z,critical,Attaque détectée: Tentative de ZeroLogon.,suricata,IT-01377,CVE-2021-4911
event-01073,Attaque Détectée - 1073,Attaque Détectée,2025-02-11T05:57:00Z,medium,Attaque détectée: Attaque par force brute.,manual,"IT-03726, IT-02787",T8881
event-01074,Incident - 1074,Incident,2026-01-01T21:23:00Z,high,Incident détecté: Accès non autorisé.,suricata,"IT-03171, IT-00422",CVE-2021-2075
event-01075,Maintenance - 1075,Maintenance,2025-03-13T23:04:00Z,low,Maintenance planifiée: Mise à jour du serveur.,manual,IT-07187,
event-01076,Panne Système - 1076,Panne Système,2025-06-03T16:28:00Z,high,Panne système: Réseau indisponible.,manual,"IT-06468, IT-06272",
event-01077,Panne Système - 1077,Panne Système,2025-08-06T06:59:00Z,low,Panne système: Réseau indisponible.,firewall,IT-05315,
event-01078,Alerte - 1078,Alerte,2025-02-26T03:05:00Z,critical,Alerte générée: Requête SQL suspecte.,firewall,"IT-04556, IT-00677",CVE-2021-2927
event-01079,Panne Système - 1079,Panne Système,2025-02-14T10:06:00Z,low,Panne système: Base de données inaccessible.,sysmon,IT-09604,
event-01080,Incident - 1080,Incident,2025-08-24T01:59:00Z,low,Incident détecté: Accès non autorisé.,apache,"IT-07747, IT-07338",CVE-2023-4990
event-01081,Attaque Détectée - 1081,Attaque Détectée,2025-11-01T06:44:00Z,critical,Attaque détectée: Attaque par force brute.,firewall,IT-06532,CVE-2023-7289
event-01082,Attaque Détectée - 1082,Attaque Détectée,2025-01-01T12:50:00Z,critical,Attaque détectée: Attaque par force brute.,apache,"IT-00753, IT-03982",T9202
event-01083,Maintenance - 1083,Maintenance,2025-04-17T14:16:00Z,medium,Maintenance planifiée: Mise à jour du serveur.,suricata,IT-05003,
event-01084,Incident - 1084,Incident,2025-10-03T17:16:00Z,high,Incident détecté: Exécution de commande suspecte.,manual,IT-08814,T8526
event-01085,Incident - 1085,Incident,2025-09-16T07:16:00Z,high,Incident détecté: Trafic réseau anormal.,suricata,"IT-03366, IT-06113",CVE-2025-2022
event-01086,Alerte - 1086,Alerte,2025-04-25T01:36:00Z,critical,Alerte générée: Requête SQL suspecte.,suricata,IT-00538,CVE-2025-6656
event-01087,Attaque Détectée - 1087,Attaque Détectée,2025-01-09T03:25:00Z,critical,Attaque détectée: Attaque par force brute.,sysmon,"IT-00738, IT-06930",CVE-2020-9508
event-01088,Incident - 1088,Incident,2025-08-23T13:43:00Z,critical,Incident détecté: Trafic réseau anormal.,suricata,IT-02378,T2259
event-01089,Incident - 1089,Incident,2025-01-03T18:15:00Z,medium,Incident détecté: Trafic réseau anormal.,apache,"IT-02665, IT-04028",CVE-2021-1503
event-01090,Panne Système - 1090,Panne Système,2025-07-11T02:15:00Z,critical,Panne système: Serveur hors ligne.,apache,IT-05561,
event-01091,Maintenance - 1091,Maintenance,2025-11-13T15:50:00Z,medium,Maintenance planifiée: Redémarrage du réseau.,manual,IT-05116,
event-01092,Maintenance - 1092,Maintenance,2025-05-14T23:15:00Z,high,Maintenance planifiée: Redémarrage du réseau.,firewall,"IT-08687, IT-01949",
event-01093,Alerte - 1093,Alerte,2025-06-25T18:27:00Z,high,Alerte générée: Requête SQL suspecte.,suricata,IT-01867,CVE-2022-4745
event-01094,Attaque Détectée - 1094,Attaque Détectée,2025-12-07T16:34:00Z,low,Attaque détectée: Exploitation de Log4Shell.,apache,"IT-01555, IT-08429",CVE-2021-6236
event-01095,Maintenance - 1095,Maintenance,2025-04-20T07:28:00Z,medium,Maintenance planifiée: Sauvegarde des données.,sysmon,IT-07999,
event-01096,Maintenance - 1096,Maintenance,2025-10-07T06:46:00Z,high,Maintenance planifiée: Sauvegarde des données.,suricata,IT-03018,
event-01097,Incident - 1097,Incident,2025-02-12T09:52:00Z,high,Incident détecté: Exécution de commande suspecte.,sysmon,IT-05915,CVE-2021-5136
event-01098,Panne Système - 1098,Panne Système,2025-01-21T10:41:00Z,low,Panne système: Serveur hors ligne.,manual,IT-07373,
event-01099,Panne Système - 1099,Panne Système,2025-02-22T21:44:00Z,critical,Panne système: Serveur hors ligne.,sysmon,"IT-08352, IT-04679",
event-01100,Panne Système - 1100,Panne Système,2025-05-04T22:35:00Z,low,Panne système: Base de données inaccessible.,sysmon,IT-04087,
event-01101,Attaque Détectée - 1101,Attaque Détectée,2025-06-14T15:49:00Z,high,Attaque détectée: Attaque par force brute.,apache,"IT-08617, IT-04337",CVE-2022-2051
event-01102,Maintenance - 1102,Maintenance,2025-12-12T22:04:00Z,critical,Maintenance planifiée: Mise à jour du serveur.,suricata,IT-02305,
event-01103,Alerte - 1103,Alerte,2025-08-30T19:55:00Z,low,Alerte générée: Requête SQL suspecte.,suricata,"IT-09443, IT-03101",T5246
event-01104,Panne Système - 1104,Panne Système,2025-05-01T13:50:00Z,high,Panne système: Réseau indisponible.,apache,"IT-05424, IT-03462",
event-01105,Panne Système - 1105,Panne Système,2025-03-22T06:22:00Z,low,Panne système: Serveur hors ligne.,apache,"IT-09038, IT-06741",
event-01106,Alerte - 1106,Alerte,2025-03-10T12:16:00Z,low,Alerte générée: Tentative de brute-force.,manual,"IT-08811, IT-02807",T6465
event-01107,Incident - 1107,Incident,2025-01-14T14:55:00Z,critical,Incident détecté: Accès non autorisé.,suricata,IT-00773,T2203
event-01108,Panne Système - 1108,Panne Système,2025-07-31T19:46:00Z,low,Panne système: Serveur hors ligne.,suricata,"IT-09376, IT-07606",
event-01109,Attaque Détectée - 1109,Attaque Détectée,2025-02-06T02:41:00Z,medium,Attaque détectée: Tentative de ZeroLogon.,apache,"IT-05791, IT-09717",CVE-2024-3602
event-01110,Attaque Détectée - 1110,Attaque Détectée,2025-05-20T01:31:00Z,low,Attaque détectée: Tentative de ZeroLogon.,firewall,IT-01830,T1820
event-01111,Incident - 1111,Incident,2025-11-04T22:56:00Z,high,Incident détecté: Exécution de commande suspecte.,manual,"IT-08350, IT-00770",CVE-2024-5694
event-01112,Incident - 1112,Incident,2025-03-11T17:25:00Z,high,Incident détecté: Accès non autorisé.,sysmon,"IT-09012, IT-06162",CVE-2024-4620
event-01113,Attaque Détectée - 1113,Attaque Détectée,2025-10-24T21:26:00Z,high,Attaque détectée: Tentative de ZeroLogon.,apache,IT-02667,T2728
event-01114,Incident - 1114,Incident,2025-09-13T05:45:00Z,low,Incident détecté: Trafic réseau anormal.,suricata,IT-04183,CVE-2024-3765
event-01115,Panne Système - 1115,Panne Système,2025-05-06T21:22:00Z,high,Panne système: Base de données inaccessible.,manual,IT-08120,
event-01116,Alerte - 1116,Alerte,2025-05-01T18:57:00Z,medium,Alerte générée: Requête SQL suspecte.,apache,IT-06030,CVE-2024-4695
event-01117,Maintenance - 1117,Maintenance,2025-07-18T20:44:00Z,high,Maintenance planifiée: Redémarrage du réseau.,sysmon,IT-02841,
event-01118,Incident - 1118,Incident,2025-04-11T15:13:00Z,critical,Incident détecté: Exécution de commande suspecte.,sysmon,IT-08268,CVE-2024-7814
event-01119,Alerte - 1119,Alerte,2025-12-01T08:01:00Z,critical,Alerte générée: Tentative de brute-force.,sysmon,"IT-01950, IT-07382",CVE-2020-7532
event-01120,Alerte - 1120,Alerte,2025-12-20T02:00:00Z,critical,Alerte générée: Scan de port.,sysmon,IT-00809,CVE-2024-4917
event-01121,Incident - 1121,Incident,2025-03-21T13:44:00Z,medium,Incident détecté: Trafic réseau anormal.,manual,"IT-05061, IT-03948",T4721
event-01122,Alerte - 1122,Alerte,2025-09-15T23:55:00Z,low,Alerte générée: Scan de port.,apache,"IT-06938, IT-07747",T1020
event-01123,Attaque Détectée - 1123,Attaque Détectée,2025-04-02T20:30:00Z,critical,Attaque détectée: Exploitation de Log4Shell.,firewall,"IT-02270, IT-03225",CVE-2022-7396
event-01124,Incident - 1124,Incident,2025-11-23T22:27:00Z,critical,Incident détecté: Exécution de commande suspecte.,sysmon,"IT-08045, IT-07200",T3274
event-01125,Panne Système - 1125,Panne Système,2025-01-14T02:08:00Z,low,Panne système: Serveur hors ligne.,manual,IT-09747,
event-01126,Incident - 1126,Incident,2025-08-28T05:17:00Z,low,Incident détecté: Accès non autorisé.,manual,IT-02758,T3361
event-01127,Alerte - 1127,Alerte,2025-05-29T12:07:00Z,high,Alerte générée: Requête SQL suspecte.,sysmon,"IT-02548, IT-01968",T5498
event-01128,Incident - 1128,Incident,2025-06-17T13:12:00Z,critical,Incident détecté: Exécution de commande suspecte.,sysmon,"IT-02983, IT-05304",CVE-2020-2995
event-01129,Alerte - 1129,Alerte,2025-04-07T18:31:00Z,high,Alerte générée: Scan de port.,firewall,"IT-01909, IT-05211",T1264
event-01130,Alerte - 1130,Alerte,2025-11-23T10:10:00Z,critical,Alerte générée: Scan de port.,suricata,IT-05914,T4192
event-01131,Panne Système - 1131,Panne Système,2025-05-28T21:25:00Z,medium,Panne système: Réseau indisponible.,sysmon,IT-03664,
event-01132,Panne Système - 1132,Panne Système,2025-01-26T12:03:00Z,medium,Panne système: Base de données inaccessible.,sysmon,"IT-08512, IT-00026",
event-01133,Attaque Détectée - 1133,Attaque Détectée,2025-04-06T11:11:00Z,high,Attaque détectée: Tentative de ZeroLogon.,suricata,IT-01751,CVE-2021-1004
event-01134,Incident - 1134,Incident,2025-12-28T04:36:00Z,critical,Incident détecté: Trafic réseau anormal.,firewall,"IT-00574, IT-09830",CVE-2021-6051
event-01135,Maintenance - 1135,Maintenance,2025-11-17T08:08:00Z,low,Maintenance planifiée: Redémarrage du réseau.,sysmon,IT-09226,
event-01136,Panne Système - 1136,Panne Système,2025-07-27T10:43:00Z,critical,Panne système: Réseau indisponible.,sysmon,"IT-05333, IT-06052",
event-01137,Maintenance - 1137,Maintenance,2025-06-19T17:50:00Z,high,Maintenance planifiée: Redémarrage du réseau.,manual,"IT-08600, IT-05414",
event-01138,Attaque Détectée - 1138,Attaque Détectée,2025-08-21T02:48:00Z,high,Attaque détectée: Attaque par force brute.,suricata,"IT-05879, IT-00020",T6175
event-01139,Attaque Détectée - 1139,Attaque Détectée,2025-10-22T10:15:00Z,critical,Attaque détectée: Attaque par force brute.,suricata,"IT-06086, IT-02546",T2752
event-01140,Attaque Détectée - 1140,Attaque Détectée,2025-06-05T08:24:00Z,critical,Attaque détectée: Exploitation de Log4Shell.,manual,IT-00894,T6213
event-01141,Incident - 1141,Incident,2025-07-19T08:02:00Z,high,Incident détecté: Accès non autorisé.,suricata,IT-07675,CVE-2023-8882
event-01142,Incident - 1142,Incident,2025-07-26T13:53:00Z,high,Incident détecté: Trafic réseau anormal.,manual,"IT-03417, IT-03141",CVE-2022-9584
event-01143,Attaque Détectée - 1143,Attaque Détectée,2025-10-12T19:10:00Z,high,Attaque détectée: Tentative de ZeroLogon.,apache,"IT-03941, IT-05479",CVE-2020-0688
event-01144,Alerte - 1144,Alerte,2025-10-23T07:51:00Z,low,Alerte générée: Tentative de brute-force.,firewall,IT-09385,CVE-2021-3286
event-01145,Incident - 1145,Incident,2025-09-11T17:19:00Z,high,Incident détecté: Exécution de commande suspecte.,apache,"IT-06792, IT-03888",CVE-2022-2409
event-01146,Maintenance - 1146,Maintenance,2025-04-27T23:31:00Z,high,Maintenance planifiée: Redémarrage du réseau.,manual,IT-07030,
event-01147,Panne Système - 1147,Panne Système,2025-09-14T00:37:00Z,medium,Panne système: Réseau indisponible.,apache,"IT-02000, IT-04123",
event-01148,Maintenance - 1148,Maintenance,2025-06-22T08:22:00Z,low,Maintenance planifiée: Mise à jour du serveur.,suricata,IT-06314,
event-01149,Alerte - 1149,Alerte,2025-04-17T15:50:00Z,critical,Alerte générée: Tentative de brute-force.,sysmon,IT-03893,T9019
event-01150,Attaque Détectée - 1150,Attaque Détectée,2025-08-15T11:18:00Z,high,Attaque détectée: Attaque par force brute.,sysmon,"IT-05984, IT-05309",T5804
event-01151,Panne Système - 1151,Panne Système,2025-04-27T19:49:00Z,high,Panne système: Base de données inaccessible.,firewall,IT-08634,
event-01152,Alerte - 1152,Alerte,2025-01-01T08:33:00Z,high,Alerte générée: Scan de port.,suricata,IT-03493,CVE-2025-8031
event-01153,Panne Système - 1153,Panne Système,2025-03-13T14:05:00Z,medium,Panne système: Base de données inaccessible.,sysmon,IT-03060,
event-01154,Incident - 1154,Incident,2025-12-15T21:12:00Z,high,Incident détecté: Trafic réseau anormal.,suricata,IT-03173,CVE-2021-8945
event-01155,Incident - 1155,Incident,2025-10-19T23:46:00Z,medium,Incident détecté: Accès non autorisé.,suricata,"IT-02148, IT-05942",T9036
event-01156,Incident - 1156,Incident,2025-07-13T08:33:00Z,low,Incident détecté: Exécution de commande suspecte.,sysmon,"IT-06810, IT-02673",T6130
event-01157,Panne Système - 1157,Panne Système,2025-06-12T15:12:00Z,critical,Panne système: Serveur hors ligne.,firewall,IT-00195,
event-01158,Attaque Détectée - 1158,Attaque Détectée,2025-10-19T21:27:00Z,low,Attaque détectée: Exploitation de Log4Shell.,firewall,"IT-02434, IT-01553",T9211
event-01159,Panne Système - 1159,Panne Système,2025-01-29T18:22:00Z,critical,Panne système: Réseau indisponible.,firewall,"IT-05809, IT-05153",
event-01160,Panne Système - 1160,Panne Système,2025-11-16T17:34:00Z,high,Panne système: Réseau indisponible.,sysmon,"IT-04483, IT-07451",
event-01161,Panne Système - 1161,Panne Système,2025-11-22T14:23:00Z,critical,Panne système: Base de données inaccessible.,manual,IT-08574,
event-01162,Alerte - 1162,Alerte,2025-03-21T17:37:00Z,critical,Alerte générée: Scan de port.,suricata,"IT-06434, IT-06005",T8002
